Position,Track Name,Artist,Streams,URL,Year,Month,Track ID
168,Castle on the Hill,Ed Sheeran,45813,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,2019,01,6PCUP3dWmTjcTtXY02oFdT
169,1950,King Princess,45504,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA,2019,01,0CZ8lquoTX2Dkg7Ak2inwA
170,Summer Of '69,Bryan Adams,45345,https://open.spotify.com/track/6N1EjQjnvhOjFrF6oUmGPa,2019,01,0GONea6G2XdnHWjNZd6zt3
171,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,45306,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p,2019,01,5Gu0PDLN4YJeW75PpBSg9p
172,No Stylist (feat. Drake),French Montana,45286,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A,2019,01,04MLEeAMuV9IlHEsD8vF6A
173,IDGAF,Dua Lipa,45206,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,2019,01,76cy1WJvNGJTj78UqeA5zr
174,Trampoline,SHAED,45071,https://open.spotify.com/track/0lsRatBUs9HNIZAmoGABzk,2019,01,0lsRatBUs9HNIZAmoGABzk
175,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,45006,https://open.spotify.com/track/3gdewACMIVMEWVbyb8O9sY,2019,01,3gdewACMIVMEWVbyb8O9sY
176,First Off (feat. Travis Scott),Future,44610,https://open.spotify.com/track/3WRIaWsws011vHMd9uzPjG,2019,01,3WRIaWsws011vHMd9uzPjG
177,Party In The U.S.A.,Miley Cyrus,44539,https://open.spotify.com/track/3E7dfMvvCLUddWissuqMwr,2019,01,5Q0Nhxo0l2bP3pNjpGJwV1
178,REEL IT IN,Aminé,44381,https://open.spotify.com/track/5qHirGR7M9tdm6C17DlzSY,2019,01,5qHirGR7M9tdm6C17DlzSY
179,I Found You (with Calvin Harris),benny blanco,44303,https://open.spotify.com/track/1kQhi22kyluRCnIPAXtxEZ,2019,01,5sdb5pMhcK44SSLsj1moUh
180,Nevermind,Dennis Lloyd,44159,https://open.spotify.com/track/63SevszngYpZOwf63o61K4,2019,01,63SevszngYpZOwf63o61K4
181,What Lovers Do,Maroon 5,43850,https://open.spotify.com/track/0WdGQhoAP2LBsqr5Jhit2g,2019,01,27M96QnizgKgiCjZpciPWw
182,Lost In Japan,Shawn Mendes,43801,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV,2019,01,79esEXlqqmq0GPz0xQSZTV
183,WHEN I WAS OLDER - Music Inspired By The Film ROMA,Billie Eilish,43671,https://open.spotify.com/track/7tGEAA1f8MydT7eVbbO9Zy,2019,01,7tGEAA1f8MydT7eVbbO9Zy
184,Under the Bridge,Red Hot Chili Peppers,43651,https://open.spotify.com/track/3d9DChrdc6BOeFsbrZ3Is0,2019,01,3d9DChrdc6BOeFsbrZ3Is0
185,All The Stars (with SZA),Kendrick Lamar,43647,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s,2019,01,3GCdLUSnKSMJhs4Tj6CV3s
186,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,43576,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,2019,01,4hQ6UGyWQIGJmHSo0J88JW
187,YOSEMITE,Travis Scott,43568,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR,2019,01,7lAK3oHbfEnvUQWosrMMpR
188,Feel It Still,Portugal. The Man,43561,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK,2019,01,6QgjcU0zLnzq5OrUoSZ3OK
189,FEFE,6ix9ine,43547,https://open.spotify.com/track/4QIyEq7TcTdAcxjI2AFlAK,2019,01,2l8nEO0vsTRCRnGqQty6qx
190,New Rules,Dua Lipa,43420,https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O,2019,01,2ekn2ttSfGqwhhate0LSR0
191,MIA (feat. Drake),Bad Bunny,43225,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,2019,01,116H0KvKr2Zl4RPuVBruDO
192,Look Alive (feat. Drake),BlocBoy JB,43118,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,2019,01,4qKcDkK6siZ7Jp1Jb4m0aL
193,SWISH,Tyga,42716,https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD,2019,01,59oP06RoBps6bvbvSQ1Zee
194,Sauce!,XXXTENTACION,42711,https://open.spotify.com/track/3jq1RpStaB1YGyN3rRZGca,2019,01,1uL78kFWxhz3umTMWJu8n5
195,Candy Paint,Post Malone,42699,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC,2019,01,32lItqlMi4LBhb4k0BaSaC
196,Congratulations,Post Malone,42547,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,2019,01,3a1lNhkSLSkpJE4MSHpDu9
197,Silence,Marshmello,42540,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,2019,01,7vGuf3Y35N4wmASOKLUVVU
198,September,"Earth, Wind & Fire",42471,https://open.spotify.com/track/1mqlc0vEP9mU1kZgTi6LIQ,2019,01,2grjqo0Frpf2okIBiifQKs
199,Killshot,Eminem,42396,https://open.spotify.com/track/1jo3TwNGCXfNdB5uba3ZVv,2019,01,1jo3TwNGCXfNdB5uba3ZVv
200,Losing It,FISHER,42357,https://open.spotify.com/track/6ho0GyrWZN3mhi9zVRW7xi,2019,01,6ho0GyrWZN3mhi9zVRW7xi
1,7 rings,Ariana Grande,360932,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019,02,6ocbgoVGwYJhOv1GgI9NsF
2,"break up with your girlfriend, i'm bored",Ariana Grande,359969,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,2019,02,4kV4N9D1iKVxx1KLvtTpjS
3,Wow.,Post Malone,307018,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,2019,02,7xQAfvXzm3AkraOtGPWIZg
4,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,306763,https://open.spotify.com/track/7dbka99KTWke5o9hRp0JoB,2019,02,3KkXRkHbMCARz0aVfEt68P
5,bury a friend,Billie Eilish,296807,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP,2019,02,4SSnFejRGlZikf02HLewEF
6,Talk,Khalid,291446,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM,2019,02,161DnLWsx1i3u1JT05lzqU
7,Shallow,Lady Gaga,244181,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2019,02,2VxeLyX666F8uXCJ0dZF8B
8,Dancing With A Stranger (with Normani),Sam Smith,237191,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019,02,6Qs4SXO9dwPj5GKvVOv8Ki
9,Without Me,Halsey,211203,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2019,02,7lQ8MOhq6IN2w8EYcFNSUk
10,MIDDLE CHILD,J. Cole,208112,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2019,02,2JvzF1RMd7lE3KmFlsyZD8
11,Sweet but Psycho,Ava Max,196246,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,2019,02,7DnAm9FOTWE3cUvso43HhI
12,"thank u, next",Ariana Grande,192342,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,2019,02,3e9HZxeyfWwjeyPAMmWSSQ
13,Happier,Marshmello,183931,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2019,02,2dpaYNEQHiRxtZbfNsse99
14,i'm so tired...,Lauv,181391,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,2019,02,4vjpLMyL3ZO6aphdYr8XYw
15,Soaked,Bene,176073,https://open.spotify.com/track/70TEuKwiK0bd5phEQkbvT4,2019,02,4zIiarkbaDt2cm6sukb1Xt
16,Better,Khalid,173718,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,2019,02,6gdLyYNuhWBzqwlOFSsXC7
17,Please Me,Cardi B,172414,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN,2019,02,0PG9fbaaHFHfre2gUVo7AN
18,Thotiana,Blueface,169253,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,2019,02,5GBuCHuPKx6UC7VsSPK0t3
19,Eastside (with Halsey & Khalid),benny blanco,168777,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,2019,02,0d2iYfpKoM0QCKvcLCkBao
20,Saturday Nights,Khalid,163417,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,2019,02,5kfNriitmkNE8mUbZ7gbq8
21,Shotgun,George Ezra,153504,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC,2019,02,4ofwffwvvnbSkrMSCKQDaC
22,Vibes,SIX60,150083,https://open.spotify.com/track/5EKITWJXROxWdc0bcRrMLy,2019,02,2IZzKwuk34ndrAHSTSHTsB
23,a lot,21 Savage,145914,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,2019,02,2t8yVaLvJ0RenpXUIAC52d
24,Who Do You Love,The Chainsmokers,144786,https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8,2019,02,2fVHrSxsQbJUuj9MW9zG1e
25,Always Remember Us This Way,Lady Gaga,144152,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk,2019,02,2rbDhOo9Fh61Bbu23T2qCk
26,Giant (with Rag'n'Bone Man),Calvin Harris,142305,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,2019,02,5itOtNx0WxtJmi1TQ3RuRd
27,Murder On My Mind,YNW Melly,141668,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,2019,02,7eBqSVxrzQZtK2mmgRG6lC
28,Nights Like This (feat. Ty Dolla $ign),Kehlani,137924,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy,2019,02,6ZRuF2n1CQxyxxAAWsKJOy
29,SICKO MODE,Travis Scott,137502,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2019,02,2xLMifQCjDGFmkHkpNLD9h
30,Body (feat. brando),Loud Luxury,136892,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,2019,02,0BrDfbNc3HiIHPGfTT8DRc
31,Going Bad (feat. Drake),Meek Mill,132979,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,2019,02,2IRZnDFmlqMuOrYOLnZZyc
32,when the party's over,Billie Eilish,124253,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI,2019,02,43zdsphuZLzwA9k4DJhU0I
33,Bad Liar,Imagine Dragons,121493,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,2019,02,2RSHsoi04658QL5xgQVov3
34,Love Someone,Lukas Graham,119389,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,2019,02,2JqnpexlO9dmvjUMCaLCLJ
35,Youngblood,5 Seconds of Summer,116155,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,2019,02,2iUXsYOEPhVqEBwsqP70rE
36,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,113128,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF,2019,02,27rdGxbavYJeBphck5MZAF
37,Robbery,Juice WRLD,112568,https://open.spotify.com/track/44ShclXTOOnYtt5CnCDeGV,2019,02,6Hj9jySrnFppAI0sEMCZpJ
38,Be Alright,Dean Lewis,110156,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,2019,02,3EPXxR3ImUwfayaurPi3cm
39,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,108806,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,2019,02,5JEx7HbmvHQQswJCsoo9rA
40,lovely,Billie Eilish,108603,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf,2019,02,0u2P5u6lvoDfwTYjAADbn4
41,Bohemian Rhapsody - Remastered 2011,Queen,105982,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,2019,02,7tFiyTwD0nx5a1eklYtX2J
42,Better Now,Post Malone,105008,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2019,02,7dt6x5M1jzdTEt8oCbisTK
43,Mo Bamba,Sheck Wes,104871,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr,2019,02,1xzBco0xcoJEDXktl7Jxrr
44,ZEZE (feat. Travis Scott & Offset),Kodak Black,103900,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,2019,02,0FZ4Dmg8jJJAPJnvBIzD9z
45,Lost In Japan,Shawn Mendes,103793,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV,2019,02,79esEXlqqmq0GPz0xQSZTV
46,imagine,Ariana Grande,103163,https://open.spotify.com/track/39LmTF9RgyakzSYX8txrow,2019,02,39LmTF9RgyakzSYX8txrow
47,Don’t Give It Up,SIX60,97057,https://open.spotify.com/track/5YOqfElMeshCt5oRk4yAgx,2019,02,0gTJK4pCZMh8PxYdaAgf2B
48,Look Back at It,A Boogie Wit da Hoodie,96025,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,2019,02,3Ol2xnObFdKV9pmRD2t9x8
49,11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,95260,https://open.spotify.com/track/4mGdjNMo0RonTlOEb7cYg4,2019,02,4mGdjNMo0RonTlOEb7cYg4
50,365,Zedd,94853,https://open.spotify.com/track/2XWjPtKdi5sucFYtVav07d,2019,02,2XWjPtKdi5sucFYtVav07d
51,Pure Water (with Migos),Mustard,94535,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp,2019,02,3j84U36KvLeXNDPv4t5pI8
52,NASA,Ariana Grande,94173,https://open.spotify.com/track/4SPu0Ql902hTVXkBoNIYtq,2019,02,4uTvPEr01pjTbZgl7jcKBD
53,bloodline,Ariana Grande,91988,https://open.spotify.com/track/2hloaUoRonYssMuqLCBLTX,2019,02,2hloaUoRonYssMuqLCBLTX
54,2002,Anne-Marie,91883,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,2019,02,2BgEsaKNfHUdlh97KmvFyo
55,needy,Ariana Grande,90607,https://open.spotify.com/track/1TEL6MlSSVLSdhOSddidlJ,2019,02,1TEL6MlSSVLSdhOSddidlJ
56,Promises (with Sam Smith),Calvin Harris,88125,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,2019,02,5N5k9nd479b1xpDZ4usjrg
57,Closer,SIX60,87885,https://open.spotify.com/track/1kpSmoMmNm3pcCU7MTTpoJ,2019,02,7BKLCZ1jbUBVqRi2FVlTVw
58,Don’t Forget Your Roots,SIX60,87656,https://open.spotify.com/track/5mUiad5pDU1wFvIbtKgJKB,2019,02,47xUzcYTwMWy9O273o2JeU
59,High Hopes,Panic! At The Disco,85376,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,2019,02,1rqqCSm0Qe4I9rUvWncaom
60,Girls Like You (feat. Cardi B),Maroon 5,84445,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2019,02,6V1bu6o1Yo5ZXnsCJU8Ovk
61,bad idea,Ariana Grande,84148,https://open.spotify.com/track/7EQpvVujgytLVY8vKiDHAg,2019,02,1M4Ud66z18wuIq3oOxqVHa
62,So Close,NOTD,82967,https://open.spotify.com/track/7FjZU7XFs7P9jHI9Z0yRhK,2019,02,7FjZU7XFs7P9jHI9Z0yRhK
63,Undecided,Chris Brown,82793,https://open.spotify.com/track/7uiBocndm12aKbsdnQ3Scx,2019,02,58oryymPZNdtS2z8Une6NJ
64,Drip Too Hard (Lil Baby & Gunna),Lil Baby,82588,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,2019,02,78QR3Wp35dqAhFEc2qAGjE
65,7 Minutes,Dean Lewis,82447,https://open.spotify.com/track/2BkyYZmU4JuWW2sYi9EzpC,2019,02,2BkyYZmU4JuWW2sYi9EzpC
66,Taste (feat. Offset),Tyga,81111,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,2019,02,5IaHrVsrferBYDm0bDyABy
67,Rivers,SIX60,80126,https://open.spotify.com/track/25qfmrJIuw6TAvXoZ0phzb,2019,02,7d1GPc45c9wtmYxNSwLXTy
68,rockstar (feat. 21 Savage),Post Malone,77127,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,2019,02,0e7ipj03S05BNilyu5bRzt
69,Let You Love Me,Rita Ora,76672,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP,2019,02,5Fla3zyOCcIRqrDoKLU0DP
70,Walk Me Home,P!nk,76305,https://open.spotify.com/track/7DHApOHsIFo7EyfieArYGE,2019,02,6jfEZdUJ2Yla6h7gTJgKuo
71,Lucid Dreams,Juice WRLD,76044,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,2019,02,285pBltuF7vW8TeWk8hdRR
72,SAD!,XXXTENTACION,74990,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,2019,02,3ee8Jmje8o58CHK66QrVC2
73,fake smile,Ariana Grande,74901,https://open.spotify.com/track/3wFLWP0FcIqHK1wb1CPthQ,2019,02,3wFLWP0FcIqHK1wb1CPthQ
74,Ruin My Life,Zara Larsson,74527,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU,2019,02,5tAa8Uaqr4VvA3693mbIhU
75,6 Figures,Kings,74477,https://open.spotify.com/track/1Q8OgsmxcnoGev6T7KUenD,2019,02,1Q8OgsmxcnoGev6T7KUenD
76,I Fall Apart,Post Malone,74469,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,2019,02,75ZvA4QfFiZvzhj2xkaWAh
77,Don't Call Me Up,Mabel,73826,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,2019,02,5WHTFyqSii0lmT9R21abT8
78,Wake Up in the Sky,Gucci Mane,72405,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,2019,02,0QIjsbm2fh1cJ45XO9eGqq
79,Let Me Down Slowly,Alec Benjamin,71830,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2019,02,2qxmye6gAegTMjLKEBoR3d
80,Leave Me Alone,Flipp Dinero,71731,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,2019,02,6V7g6qM8wheMivMWrzbPTM
81,Only To Be,SIX60,71154,https://open.spotify.com/track/1yaFHifoHlN5MEtL5YEgA4,2019,02,09HN59mQtAlKYzM2i5sGbO
82,Faucet Failure,Ski Mask The Slump God,70030,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN,2019,02,1ThmUihH9dF8EV08ku5AXN
83,Rolling Stone,SIX60,69883,https://open.spotify.com/track/5zv8uI8Oz6ZMx6DjB4lDgJ,2019,02,28B02YJaBMp2byqoM9H92n
84,idontwannabeyouanymore,Billie Eilish,69523,https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu,2019,02,41zXlQxzTi6cGAjpOXyLYH
85,Money,Cardi B,69335,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,2019,02,2GGMabyHXnJmjY6CXhhB2e
86,Moonlight,XXXTENTACION,68538,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,2019,02,0JP9xo3adEtGSdUEISiszL
87,Jocelyn Flores,XXXTENTACION,67696,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2019,02,7m9OqQk4RVRkw9JJdeAw96
88,Psycho (feat. Ty Dolla $ign),Post Malone,67576,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,2019,02,3swc6WTsr7rl9DqQKQA55C
89,In My Mind,Dynoro,67445,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,2019,02,0E9ZjEAyAwOXZ7wJC0PD33
90,ocean eyes,Billie Eilish,67420,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,2019,02,7hDVYcQq6MxkdJGweuCtl9
91,Toto,Drax Project,67275,https://open.spotify.com/track/5JH1NuPiHEB0Wl03rLHNq7,2019,02,2374M0fQpWi3dLnB54qaLX
92,bellyache,Billie Eilish,66136,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams,2019,02,51NFxnQvaosfDDutk0tams
93,I Like Me Better,Lauv,66079,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2019,02,2P91MQbaiQOfbiz9VqhqKQ
94,Hope,The Chainsmokers,65046,https://open.spotify.com/track/4BiiOzZCrXEzHRLYcYFiD5,2019,02,2ZRo7axmMPeSVUvDbGkJah
95,Africa,TOTO,64886,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,2019,02,2374M0fQpWi3dLnB54qaLX
96,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,63272,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,2019,02,1wJRveJZLSb1rjhnUHQiv6
97,Rise,Jonas Blue,63243,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx,2019,02,69Sy7207dnixZ6w7RSV9Kb
98,ghostin,Ariana Grande,62605,https://open.spotify.com/track/4lD7gHKF1e8Y9stQuVezZB,2019,02,3vZUC1m6QVm7urnN6lcF64
99,White Lines,SIX60,61162,https://open.spotify.com/track/5H2avIx356wQpgG7HnPEHM,2019,02,4X0UhKflHXEneXdamQvh95
100,"Thotiana (feat. Cardi B, YG) [Remix]",Blueface,61117,https://open.spotify.com/track/1JkrD47SDpAbyvqKtolcea,2019,02,2TBFn4gyVxeaVSwpruPvhG
101,Drift Away,Sons Of Zion,60718,https://open.spotify.com/track/2bx4jOMWpCbemnnRWfsMbx,2019,02,0RFgvrhkf9FiDRLA0BhzpZ
102,Shape of You,Ed Sheeran,60451,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2019,02,7qiZfU4dY1lWllzX7mPBI3
103,Special,SIX60,60448,https://open.spotify.com/track/0IM7W9Uj3tDepqO2Ey042W,2019,02,5sXYCAzaTHonbB7OVqU0TI
104,I'll Be There,Jess Glynne,60325,https://open.spotify.com/track/73FebDuELlAEinHw1xWJCZ,2019,02,4r1CoAATVuxag55Ct3Y1aX
105,Woke Up Late (feat. Hailee Steinfeld),Drax Project,60265,https://open.spotify.com/track/3qLBz3j26AHO2jBYUQWLA6,2019,02,4oPWkP9zQ5ANBbfdHGOvKF
106,Waiting,KIAN,59991,https://open.spotify.com/track/0TBFJanfWaByPIi3f7RR82,2019,02,5imShWWzwqfAJ9gXFpGAQh
107,This Feeling,The Chainsmokers,59756,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl,2019,02,4NBTZtAt1F13VvlSKe6KTl
108,Another One Bites The Dust - Remastered 2011,Queen,59520,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,2019,02,57JVGBtBLCfHw2muk5416J
109,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,59133,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,2019,02,4w8niZpiMy6qz1mntFA5uM
110,So High,SIX60,58407,https://open.spotify.com/track/4LvjtzZEIRPzK7fPeW7KIu,2019,02,0odHj0qIf86vHBsXB30IkZ
111,no tears left to cry,Ariana Grande,58357,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,2019,02,2qT1uLXPVPzGgFOx4jtEuo
112,I Love It (& Lil Pump),Kanye West,58270,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,2019,02,4S8d14HvHb70ImctNgVzQQ
113,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,58256,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z,2019,02,7ycWLEP1GsNjVvcjawXz3z
114,Say You Won't Let Go,James Arthur,58010,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2019,02,5uCax9HTNlzGybIStD3vDh
115,Don't Stop Me Now - Remastered 2011,Queen,57588,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,2019,02,7hQJA50XrCWABAu5v6QZ4i
116,Ready Or Not,Church & AP,57108,https://open.spotify.com/track/2TejqRoFYkv0j77YGqnhFs,2019,02,5xvUgoVED1F4mBu8FL0HaW
117,Best Part (feat. Daniel Caesar),H.E.R.,57082,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,2019,02,4OBZT9EnhYIV17t4pGw7ig
118,Bright Blue Skies,Mitch James,57019,https://open.spotify.com/track/5zxwumO0laRosoeOvbVSvc,2019,02,5zxwumO0laRosoeOvbVSvc
119,Lucky You (feat. Joyner Lucas),Eminem,56814,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,2019,02,60SdxE8apGAxMiRrpbmLY0
120,God's Plan,Drake,56676,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,2019,02,6DCZcSspjsKoFjzjrWoCdn
121,3 Nights,Dominic Fike,56271,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u,2019,02,1tNJrcVe6gwLEiZCtprs1u
122,No Role Modelz,J. Cole,55959,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,2019,02,62vpWI1CHwFy7tMIcSStl8
123,Dreams - 2004 Remaster,Fleetwood Mac,55951,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz,2019,02,0ofHAoxe9vBkTCp2UQIavz
124,I Like It,Cardi B,55587,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,2019,02,58q2HKrzhC3ozto2nDdN4z
125,1999,Charli XCX,55152,https://open.spotify.com/track/05mAIVLkIWc2d1UBYZBCp8,2019,02,2QSUyofqpGDCo026OPiTBQ
126,Hotel California - 2013 Remaster,Eagles,54998,https://open.spotify.com/track/40riOy7x9W7GXjyGp4pjAv,2019,02,40riOy7x9W7GXjyGp4pjAv
127,Splashin,Rich The Kid,54464,https://open.spotify.com/track/79OEIr4J4FHV0O3KrhaXRb,2019,02,3KLo7ByvjCNyBrfz5DZ2mO
128,Under Pressure - Remastered 2011,Queen,53798,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x,2019,02,11IzgLRXV7Cgek3tEgGgjw
129,The Middle,Zedd,53709,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,2019,02,6GG73Jik4jUlQCkKg9JuGO
130,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,53468,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,2019,02,7iDa6hUg2VgEL1o1HjmfBn
131,Peer Pressure (feat. Julia Michaels),James Bay,53344,https://open.spotify.com/track/4JWQC6gyYoPRnxRxk0ta2M,2019,02,2hFFke3WXVA9mV31XNy0dP
132,Falling Down - Bonus Track,Lil Peep,53271,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9,2019,02,4jvjzW7Hm0yK4LvvE0Paz9
133,Mr. Brightside,The Killers,53127,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN,2019,02,7oK9VyNzrYvRFo7nQEYkWN
134,Woke Up Late,Drax Project,53100,https://open.spotify.com/track/4wrct9Dl3MSuszkggIpvbK,2019,02,4oPWkP9zQ5ANBbfdHGOvKF
135,Young Dumb & Broke,Khalid,53053,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,2019,02,5Z3GHaZ6ec9bsiI5BenrbY
136,Armed And Dangerous,Juice WRLD,52880,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,2019,02,5wujBwqG7INdStqGd4tRMX
